Well Position,TimePoint,FieldNumber,Green Probe Detect,Red Probe Detect,Far Red Probe Detect,NucleusID,probe set,Number of Unique Labels
 E05,1,1,X,Y,Z,29,48-52-1,2
 E05,1,1,X,Y,Z,30,48-52-1,2
 E05,1,1,X,Y,Z,31,48-52-1,2
 E05,1,1,X,Y,Z,32,48-52-1,3
 E05,1,1,X,Y,Z,33,48-52-1,3
 E05,1,1,X,Y,Z,34,48-52-1,3
 E05,1,1,X,Y,Z,35,48-52-1,3
 E05,1,1,X,Y,Z,36,48-52-1,4
 E05,1,1,X,Y,Z,37,48-52-1,3
 E05,1,1,X,Y,Z,38,48-52-1,3
 E05,1,1,X,Y,Z,39,48-52-1,1
 E05,1,1,X,Y,Z,40,48-52-1,2
 E05,1,1,X,Y,Z,41,48-52-1,2
 E05,1,1,X,Y,Z,42,48-52-1,3
 E05,1,1,X,Y,Z,43,48-52-1,2
 E05,1,1,X,Y,Z,44,48-52-1,2
 E05,1,1,X,Y,Z,45,48-52-1,2
 E05,1,1,X,Y,Z,46,48-52-1,5
 E05,1,1,X,Y,Z,47,48-52-1,2
 E05,1,1,X,Y,Z,48,48-52-1,7
 E05,1,1,X,Y,Z,49,48-52-1,3
 E05,1,1,X,Y,Z,50,48-52-1,2
 E05,1,1,X,Y,Z,51,48-52-1,2
 E05,1,1,X,Y,Z,52,48-52-1,2
 E05,1,1,X,Y,Z,53,48-52-1,1
 E05,1,1,X,Y,Z,54,48-52-1,2
 E05,1,1,X,Y,Z,55,48-52-1,2
 E05,1,1,X,Y,Z,56,48-52-1,2
 E05,1,1,X,Y,Z,57,48-52-1,2
 E05,1,1,X,Y,Z,58,48-52-1,2
 E05,1,1,X,Y,Z,59,48-52-1,2
 E05,1,1,X,Y,Z,60,48-52-1,2
 E05,1,1,X,Y,Z,61,48-52-1,2
 E05,1,1,X,Y,Z,62,48-52-1,3
 E05,1,1,X,Y,Z,63,48-52-1,2
 E05,1,1,X,Y,Z,64,48-52-1,2
 E05,1,1,X,Y,Z,65,48-52-1,3
 E05,1,1,X,Y,Z,66,48-52-1,2
 E05,1,1,X,Y,Z,67,48-52-1,2
 E05,1,1,X,Y,Z,68,48-52-1,2
 E05,1,1,X,Y,Z,69,48-52-1,2
 E05,1,1,X,Y,Z,70,48-52-1,4
 E05,1,1,X,Y,Z,71,48-52-1,2
 E05,1,1,X,Y,Z,72,48-52-1,1
 E05,1,1,X,Y,Z,73,48-52-1,4
 E05,1,1,X,Y,Z,74,48-52-1,2
 E05,1,1,X,Y,Z,75,48-52-1,2
 E05,1,1,X,Y,Z,76,48-52-1,3
 E05,1,1,X,Y,Z,77,48-52-1,2
 E05,1,1,X,Y,Z,78,48-52-1,2
 E05,1,1,X,Y,Z,79,48-52-1,2
 E05,1,1,X,Y,Z,80,48-52-1,6
 E05,1,1,X,Y,Z,81,48-52-1,2
 E05,1,1,X,Y,Z,82,48-52-1,4
 E05,1,1,X,Y,Z,83,48-52-1,3
 E05,1,1,X,Y,Z,84,48-52-1,2
 E05,1,1,X,Y,Z,85,48-52-1,2
 E05,1,1,X,Y,Z,86,48-52-1,2
 E05,1,1,X,Y,Z,87,48-52-1,2
 E05,1,1,X,Y,Z,88,48-52-1,2
 E05,1,1,X,Y,Z,89,48-52-1,2
 E05,1,1,X,Y,Z,90,48-52-1,3
 E05,1,1,X,Y,Z,91,48-52-1,2
 E05,1,1,X,Y,Z,92,48-52-1,3
 E05,1,1,X,Y,Z,93,48-52-1,3
 E05,1,1,X,Y,Z,94,48-52-1,2
 E05,1,1,X,Y,Z,95,48-52-1,2
 E05,1,1,X,Y,Z,96,48-52-1,2
 E05,1,2,X,Y,Z,1,48-52-1,2
 E05,1,2,X,Y,Z,2,48-52-1,8
 E05,1,2,X,Y,Z,3,48-52-1,2
 E05,1,2,X,Y,Z,4,48-52-1,2
 E05,1,2,X,Y,Z,5,48-52-1,2
 E05,1,2,X,Y,Z,6,48-52-1,5
 E05,1,2,X,Y,Z,7,48-52-1,5
 E05,1,2,X,Y,Z,8,48-52-1,5
 E05,1,2,X,Y,Z,9,48-52-1,3
 E05,1,2,X,Y,Z,10,48-52-1,3
 E05,1,2,X,Y,Z,11,48-52-1,4
 E05,1,2,X,Y,Z,12,48-52-1,2
 E05,1,2,X,Y,Z,13,48-52-1,2
 E05,1,2,X,Y,Z,14,48-52-1,3
 E05,1,2,X,Y,Z,15,48-52-1,2
 E05,1,2,X,Y,Z,16,48-52-1,4
 E05,1,2,X,Y,Z,17,48-52-1,5
 E05,1,2,X,Y,Z,18,48-52-1,3
 E05,1,2,X,Y,Z,19,48-52-1,3
 E05,1,2,X,Y,Z,20,48-52-1,3
 E05,1,2,X,Y,Z,21,48-52-1,3
 E05,1,2,X,Y,Z,22,48-52-1,2
 E05,1,2,X,Y,Z,23,48-52-1,4
 E05,1,2,X,Y,Z,24,48-52-1,6
 E05,1,2,X,Y,Z,25,48-52-1,3
 E05,1,2,X,Y,Z,26,48-52-1,2
 E05,1,2,X,Y,Z,27,48-52-1,2
 E05,1,2,X,Y,Z,28,48-52-1,1
 E05,1,2,X,Y,Z,29,48-52-1,1
 E05,1,2,X,Y,Z,30,48-52-1,2
 E05,1,2,X,Y,Z,31,48-52-1,5
 E05,1,2,X,Y,Z,32,48-52-1,8
 E05,1,2,X,Y,Z,33,48-52-1,4
 E05,1,2,X,Y,Z,34,48-52-1,8
 E05,1,2,X,Y,Z,35,48-52-1,3
 E05,1,2,X,Y,Z,36,48-52-1,2
 E05,1,2,X,Y,Z,37,48-52-1,3
 E05,1,2,X,Y,Z,38,48-52-1,2
 E05,1,2,X,Y,Z,39,48-52-1,1
 E05,1,2,X,Y,Z,40,48-52-1,2
 E05,1,2,X,Y,Z,41,48-52-1,2
 E05,1,2,X,Y,Z,42,48-52-1,3
 E05,1,2,X,Y,Z,43,48-52-1,2
 E05,1,2,X,Y,Z,44,48-52-1,1
 E05,1,2,X,Y,Z,45,48-52-1,2
 E05,1,2,X,Y,Z,46,48-52-1,1
 E05,1,2,X,Y,Z,47,48-52-1,2
 E05,1,2,X,Y,Z,48,48-52-1,3
 E05,1,2,X,Y,Z,49,48-52-1,2
 E05,1,2,X,Y,Z,50,48-52-1,1
 E05,1,2,X,Y,Z,51,48-52-1,4
 E05,1,2,X,Y,Z,52,48-52-1,4
 E05,1,2,X,Y,Z,53,48-52-1,4
 E05,1,2,X,Y,Z,54,48-52-1,2
 E05,1,2,X,Y,Z,55,48-52-1,2
 E05,1,2,X,Y,Z,56,48-52-1,2
 E05,1,2,X,Y,Z,57,48-52-1,4
 E05,1,2,X,Y,Z,58,48-52-1,3
 E05,1,2,X,Y,Z,59,48-52-1,2
 E05,1,2,X,Y,Z,60,48-52-1,2
 E05,1,2,X,Y,Z,61,48-52-1,4
 E05,1,2,X,Y,Z,62,48-52-1,2
 E05,1,2,X,Y,Z,63,48-52-1,3
 E05,1,3,X,Y,Z,1,48-52-1,2
 E05,1,3,X,Y,Z,2,48-52-1,5
 E05,1,3,X,Y,Z,3,48-52-1,2
 E05,1,3,X,Y,Z,4,48-52-1,2
 E05,1,3,X,Y,Z,5,48-52-1,2
 E05,1,3,X,Y,Z,6,48-52-1,2
 E05,1,3,X,Y,Z,7,48-52-1,5
 E05,1,3,X,Y,Z,8,48-52-1,3
 E05,1,3,X,Y,Z,9,48-52-1,1
 E05,1,3,X,Y,Z,10,48-52-1,2
 E05,1,3,X,Y,Z,11,48-52-1,2
 E05,1,3,X,Y,Z,12,48-52-1,2
 E05,1,3,X,Y,Z,13,48-52-1,6
 E05,1,3,X,Y,Z,14,48-52-1,2
 E05,1,3,X,Y,Z,15,48-52-1,2
 E05,1,3,X,Y,Z,16,48-52-1,1
 E05,1,3,X,Y,Z,17,48-52-1,2
 E05,1,3,X,Y,Z,18,48-52-1,3
 E05,1,3,X,Y,Z,19,48-52-1,3
 E05,1,3,X,Y,Z,20,48-52-1,2
 E05,1,3,X,Y,Z,21,48-52-1,2
 E05,1,3,X,Y,Z,22,48-52-1,3
 E05,1,3,X,Y,Z,23,48-52-1,2
 E05,1,3,X,Y,Z,24,48-52-1,2
 E05,1,3,X,Y,Z,25,48-52-1,3
 E05,1,3,X,Y,Z,26,48-52-1,4
 E05,1,3,X,Y,Z,27,48-52-1,1
 E05,1,3,X,Y,Z,28,48-52-1,3
 E05,1,3,X,Y,Z,29,48-52-1,2
 E05,1,3,X,Y,Z,30,48-52-1,2
 E05,1,3,X,Y,Z,31,48-52-1,2
 E05,1,3,X,Y,Z,32,48-52-1,1
 E05,1,3,X,Y,Z,33,48-52-1,2
 E05,1,3,X,Y,Z,34,48-52-1,2
 E05,1,3,X,Y,Z,35,48-52-1,5
 E05,1,3,X,Y,Z,36,48-52-1,3
 E05,1,3,X,Y,Z,37,48-52-1,2
 E05,1,3,X,Y,Z,38,48-52-1,1
 E05,1,3,X,Y,Z,39,48-52-1,5
 E05,1,3,X,Y,Z,40,48-52-1,5
 E05,1,3,X,Y,Z,41,48-52-1,4
 E05,1,3,X,Y,Z,42,48-52-1,2
 E05,1,3,X,Y,Z,43,48-52-1,2
 E05,1,3,X,Y,Z,44,48-52-1,1
 E05,1,3,X,Y,Z,45,48-52-1,2
 E05,1,3,X,Y,Z,46,48-52-1,2
 E05,1,3,X,Y,Z,47,48-52-1,2
 E05,1,3,X,Y,Z,48,48-52-1,2
 E05,1,3,X,Y,Z,49,48-52-1,2
 E05,1,3,X,Y,Z,50,48-52-1,2
 E05,1,3,X,Y,Z,51,48-52-1,11
 E05,1,3,X,Y,Z,52,48-52-1,2
 E05,1,3,X,Y,Z,53,48-52-1,2
 E05,1,3,X,Y,Z,54,48-52-1,2
 E05,1,3,X,Y,Z,55,48-52-1,2
 E05,1,3,X,Y,Z,56,48-52-1,3
 E05,1,3,X,Y,Z,57,48-52-1,3
 E05,1,3,X,Y,Z,58,48-52-1,2
 E05,1,3,X,Y,Z,59,48-52-1,2
 E05,1,3,X,Y,Z,60,48-52-1,2
 E05,1,3,X,Y,Z,61,48-52-1,2
 E05,1,3,X,Y,Z,62,48-52-1,4
 E05,1,3,X,Y,Z,63,48-52-1,2
 E05,1,3,X,Y,Z,64,48-52-1,1
 E05,1,3,X,Y,Z,65,48-52-1,2
 E05,1,3,X,Y,Z,66,48-52-1,2
 E05,1,3,X,Y,Z,67,48-52-1,5
 E05,1,3,X,Y,Z,68,48-52-1,2
 E05,1,3,X,Y,Z,69,48-52-1,3
 E05,1,3,X,Y,Z,70,48-52-1,2
 E05,1,3,X,Y,Z,71,48-52-1,2
 E05,1,3,X,Y,Z,72,48-52-1,3
 E05,1,3,X,Y,Z,73,48-52-1,2
 E05,1,3,X,Y,Z,74,48-52-1,2
 E05,1,3,X,Y,Z,75,48-52-1,2
 E05,1,3,X,Y,Z,76,48-52-1,1
 E05,1,3,X,Y,Z,77,48-52-1,2
 E05,1,3,X,Y,Z,78,48-52-1,2
 E05,1,3,X,Y,Z,79,48-52-1,2
 E05,1,3,X,Y,Z,80,48-52-1,2
 E05,1,3,X,Y,Z,81,48-52-1,2
 E05,1,3,X,Y,Z,82,48-52-1,2
 E05,1,3,X,Y,Z,83,48-52-1,2
 E05,1,3,X,Y,Z,84,48-52-1,2
 E05,1,3,X,Y,Z,85,48-52-1,7
 E05,1,3,X,Y,Z,86,48-52-1,2
 E05,1,3,X,Y,Z,87,48-52-1,2
 E05,1,3,X,Y,Z,88,48-52-1,1
 E05,1,3,X,Y,Z,89,48-52-1,2
 E05,1,3,X,Y,Z,90,48-52-1,2
 E05,1,3,X,Y,Z,91,48-52-1,4
 E05,1,3,X,Y,Z,92,48-52-1,2
 E05,1,3,X,Y,Z,93,48-52-1,2
 E05,1,3,X,Y,Z,94,48-52-1,4
 E05,1,3,X,Y,Z,95,48-52-1,2
 E05,1,3,X,Y,Z,96,48-52-1,3
 E05,1,3,X,Y,Z,97,48-52-1,2
 E05,1,3,X,Y,Z,98,48-52-1,2
 E05,1,4,X,Y,Z,1,48-52-1,2
 E05,1,4,X,Y,Z,2,48-52-1,3
 E05,1,4,X,Y,Z,3,48-52-1,16
 E05,1,4,X,Y,Z,4,48-52-1,2
 E05,1,4,X,Y,Z,5,48-52-1,2
 E05,1,4,X,Y,Z,6,48-52-1,6
 E05,1,4,X,Y,Z,7,48-52-1,3
 E05,1,4,X,Y,Z,8,48-52-1,3
 E05,1,4,X,Y,Z,9,48-52-1,4
 E05,1,4,X,Y,Z,10,48-52-1,3
 E05,1,4,X,Y,Z,11,48-52-1,2
 E05,1,4,X,Y,Z,12,48-52-1,2
 E05,1,4,X,Y,Z,13,48-52-1,3
 E05,1,4,X,Y,Z,14,48-52-1,2
 E05,1,4,X,Y,Z,15,48-52-1,2
 E05,1,4,X,Y,Z,16,48-52-1,4
 E05,1,4,X,Y,Z,17,48-52-1,2
 E05,1,4,X,Y,Z,18,48-52-1,3
 E05,1,4,X,Y,Z,19,48-52-1,4
 E05,1,4,X,Y,Z,20,48-52-1,2
 E05,1,4,X,Y,Z,21,48-52-1,2
 E05,1,4,X,Y,Z,22,48-52-1,4
 E05,1,4,X,Y,Z,23,48-52-1,2
 E05,1,4,X,Y,Z,24,48-52-1,3
 E05,1,4,X,Y,Z,25,48-52-1,2
 E05,1,4,X,Y,Z,26,48-52-1,2
 E05,1,4,X,Y,Z,27,48-52-1,2
 E05,1,4,X,Y,Z,28,48-52-1,2
 E05,1,4,X,Y,Z,29,48-52-1,2
 E05,1,4,X,Y,Z,30,48-52-1,4
 E05,1,4,X,Y,Z,31,48-52-1,3
 E05,1,4,X,Y,Z,32,48-52-1,2
 E05,1,4,X,Y,Z,33,48-52-1,2
 E05,1,4,X,Y,Z,34,48-52-1,4
 E05,1,4,X,Y,Z,35,48-52-1,2
 E05,1,4,X,Y,Z,36,48-52-1,2
 E05,1,4,X,Y,Z,37,48-52-1,3
 E05,1,4,X,Y,Z,38,48-52-1,2
 E05,1,4,X,Y,Z,39,48-52-1,2
 E05,1,4,X,Y,Z,40,48-52-1,2
 E05,1,4,X,Y,Z,41,48-52-1,2
 E05,1,4,X,Y,Z,42,48-52-1,4
 E05,1,4,X,Y,Z,43,48-52-1,3
 E05,1,4,X,Y,Z,44,48-52-1,2
 E05,1,4,X,Y,Z,45,48-52-1,2
 E05,1,4,X,Y,Z,46,48-52-1,2
 E05,1,4,X,Y,Z,47,48-52-1,2
 E05,1,4,X,Y,Z,48,48-52-1,3
 E05,1,4,X,Y,Z,49,48-52-1,2
 E05,1,4,X,Y,Z,50,48-52-1,2
 E05,1,4,X,Y,Z,51,48-52-1,4
 E05,1,4,X,Y,Z,52,48-52-1,2
 E05,1,4,X,Y,Z,53,48-52-1,2
 E05,1,4,X,Y,Z,54,48-52-1,2
 E05,1,4,X,Y,Z,55,48-52-1,6
 E05,1,4,X,Y,Z,56,48-52-1,4
 E05,1,4,X,Y,Z,57,48-52-1,6
 E05,1,4,X,Y,Z,58,48-52-1,5
 E05,1,4,X,Y,Z,59,48-52-1,2
 E05,1,4,X,Y,Z,60,48-52-1,2
 E05,1,4,X,Y,Z,61,48-52-1,2
 E05,1,4,X,Y,Z,62,48-52-1,2
 E05,1,4,X,Y,Z,63,48-52-1,2
 E05,1,4,X,Y,Z,64,48-52-1,2
 E05,1,4,X,Y,Z,65,48-52-1,2
 E05,1,4,X,Y,Z,66,48-52-1,2
 E05,1,4,X,Y,Z,67,48-52-1,4
 E05,1,4,X,Y,Z,68,48-52-1,2
 E05,1,4,X,Y,Z,69,48-52-1,3
 E05,1,4,X,Y,Z,70,48-52-1,3
 E05,1,4,X,Y,Z,71,48-52-1,1
 E05,1,4,X,Y,Z,72,48-52-1,3
 E05,1,4,X,Y,Z,73,48-52-1,2
 E05,1,4,X,Y,Z,74,48-52-1,4
 E05,1,4,X,Y,Z,75,48-52-1,4
 E05,1,4,X,Y,Z,76,48-52-1,2
 E05,1,4,X,Y,Z,77,48-52-1,2
 E05,1,4,X,Y,Z,78,48-52-1,4
 E05,1,4,X,Y,Z,79,48-52-1,1
 E05,1,4,X,Y,Z,80,48-52-1,6
 E05,1,4,X,Y,Z,81,48-52-1,2
 E05,1,4,X,Y,Z,82,48-52-1,2
 E05,1,4,X,Y,Z,83,48-52-1,1
 E05,1,4,X,Y,Z,84,48-52-1,4
 E05,1,4,X,Y,Z,85,48-52-1,2
 E05,1,4,X,Y,Z,86,48-52-1,3
 E05,1,4,X,Y,Z,87,48-52-1,2
 E05,1,4,X,Y,Z,88,48-52-1,2
 E05,1,4,X,Y,Z,89,48-52-1,2
 E05,1,4,X,Y,Z,90,48-52-1,4
 E05,1,4,X,Y,Z,91,48-52-1,2
 E05,1,4,X,Y,Z,92,48-52-1,2
 E05,1,4,X,Y,Z,93,48-52-1,2
 E05,1,4,X,Y,Z,94,48-52-1,3
 E05,1,4,X,Y,Z,95,48-52-1,2
 E05,1,4,X,Y,Z,96,48-52-1,2
 E05,1,4,X,Y,Z,97,48-52-1,2
 E05,1,4,X,Y,Z,98,48-52-1,2
 E05,1,4,X,Y,Z,99,48-52-1,3
 E05,1,4,X,Y,Z,100,48-52-1,2
 E05,1,4,X,Y,Z,101,48-52-1,3
 E05,1,4,X,Y,Z,102,48-52-1,2
 E05,1,4,X,Y,Z,103,48-52-1,4
 E05,1,4,X,Y,Z,104,48-52-1,2
 E05,1,4,X,Y,Z,105,48-52-1,1
 E05,1,4,X,Y,Z,106,48-52-1,2
 E05,1,4,X,Y,Z,107,48-52-1,2
 E05,1,4,X,Y,Z,108,48-52-1,2
 E05,1,4,X,Y,Z,109,48-52-1,2
 E05,1,4,X,Y,Z,110,48-52-1,2
 E05,1,4,X,Y,Z,111,48-52-1,4
 E05,1,5,X,Y,Z,1,48-52-1,4
 E05,1,5,X,Y,Z,2,48-52-1,2
 E05,1,5,X,Y,Z,3,48-52-1,3
 E05,1,5,X,Y,Z,4,48-52-1,3
 E05,1,5,X,Y,Z,5,48-52-1,3
 E05,1,5,X,Y,Z,6,48-52-1,2
 E05,1,5,X,Y,Z,7,48-52-1,2
 E05,1,5,X,Y,Z,8,48-52-1,2
 E05,1,5,X,Y,Z,9,48-52-1,6
 E05,1,5,X,Y,Z,10,48-52-1,3
 E05,1,5,X,Y,Z,11,48-52-1,2
 E05,1,5,X,Y,Z,12,48-52-1,2
 E05,1,5,X,Y,Z,13,48-52-1,3
 E05,1,5,X,Y,Z,14,48-52-1,2
 E05,1,5,X,Y,Z,15,48-52-1,3
 E05,1,5,X,Y,Z,16,48-52-1,2
 E05,1,5,X,Y,Z,17,48-52-1,4
 E05,1,5,X,Y,Z,18,48-52-1,3
 E05,1,5,X,Y,Z,19,48-52-1,2
 E05,1,5,X,Y,Z,20,48-52-1,2
 E05,1,5,X,Y,Z,21,48-52-1,7
 E05,1,5,X,Y,Z,22,48-52-1,2
 E05,1,5,X,Y,Z,23,48-52-1,4
 E05,1,5,X,Y,Z,24,48-52-1,3
 E05,1,5,X,Y,Z,25,48-52-1,5
 E05,1,5,X,Y,Z,26,48-52-1,2
 E05,1,5,X,Y,Z,27,48-52-1,2
 E05,1,5,X,Y,Z,28,48-52-1,2
 E05,1,5,X,Y,Z,29,48-52-1,7
 E05,1,5,X,Y,Z,30,48-52-1,2
 E05,1,5,X,Y,Z,31,48-52-1,2
 E05,1,5,X,Y,Z,32,48-52-1,2
 E05,1,5,X,Y,Z,33,48-52-1,2
 E05,1,5,X,Y,Z,34,48-52-1,2
 E05,1,5,X,Y,Z,35,48-52-1,7
 E05,1,5,X,Y,Z,36,48-52-1,2
 E05,1,5,X,Y,Z,37,48-52-1,1
 E05,1,5,X,Y,Z,38,48-52-1,2
 E05,1,5,X,Y,Z,39,48-52-1,2
 E05,1,5,X,Y,Z,40,48-52-1,2
 E05,1,5,X,Y,Z,41,48-52-1,2
 E05,1,5,X,Y,Z,42,48-52-1,2
 E05,1,5,X,Y,Z,43,48-52-1,3
 E05,1,5,X,Y,Z,44,48-52-1,2
 E05,1,5,X,Y,Z,45,48-52-1,2
 E05,1,5,X,Y,Z,46,48-52-1,2
 E05,1,5,X,Y,Z,47,48-52-1,10
 E05,1,5,X,Y,Z,48,48-52-1,2
 E05,1,5,X,Y,Z,49,48-52-1,3
 E05,1,5,X,Y,Z,50,48-52-1,3
 E05,1,5,X,Y,Z,51,48-52-1,5
 E05,1,5,X,Y,Z,52,48-52-1,3
 E05,1,5,X,Y,Z,53,48-52-1,2
 E05,1,5,X,Y,Z,54,48-52-1,1
 E05,1,5,X,Y,Z,55,48-52-1,3
 E05,1,5,X,Y,Z,56,48-52-1,4
 E05,1,5,X,Y,Z,57,48-52-1,2
 E05,1,5,X,Y,Z,58,48-52-1,3
 E05,1,5,X,Y,Z,59,48-52-1,5
 E05,1,5,X,Y,Z,60,48-52-1,3
 E05,1,5,X,Y,Z,61,48-52-1,3
 E05,1,5,X,Y,Z,62,48-52-1,3
 E05,1,5,X,Y,Z,63,48-52-1,2
 E05,1,5,X,Y,Z,64,48-52-1,1
 E05,1,5,X,Y,Z,65,48-52-1,3
 E05,1,5,X,Y,Z,66,48-52-1,2
 E05,1,5,X,Y,Z,67,48-52-1,3
 E05,1,5,X,Y,Z,68,48-52-1,2
 E05,1,5,X,Y,Z,69,48-52-1,2
 E05,1,5,X,Y,Z,70,48-52-1,3
 E05,1,5,X,Y,Z,71,48-52-1,2
 E05,1,5,X,Y,Z,72,48-52-1,2
 E05,1,5,X,Y,Z,73,48-52-1,2
 E05,1,5,X,Y,Z,74,48-52-1,2
 E05,1,5,X,Y,Z,75,48-52-1,4
 E05,1,5,X,Y,Z,76,48-52-1,2
 E05,1,5,X,Y,Z,77,48-52-1,2
 E05,1,5,X,Y,Z,78,48-52-1,3
 E05,1,5,X,Y,Z,79,48-52-1,2
 E05,1,5,X,Y,Z,80,48-52-1,2
 E05,1,5,X,Y,Z,81,48-52-1,2
 E05,1,5,X,Y,Z,82,48-52-1,3
 E05,1,5,X,Y,Z,83,48-52-1,2
 E05,1,5,X,Y,Z,84,48-52-1,2
 E05,1,5,X,Y,Z,85,48-52-1,3
 E05,1,5,X,Y,Z,86,48-52-1,2
 E05,1,5,X,Y,Z,87,48-52-1,2
 E05,1,5,X,Y,Z,88,48-52-1,5
 E05,1,5,X,Y,Z,89,48-52-1,2
 E05,1,5,X,Y,Z,90,48-52-1,2
 E05,1,5,X,Y,Z,91,48-52-1,2
 E05,1,5,X,Y,Z,92,48-52-1,4
 E05,1,5,X,Y,Z,93,48-52-1,5
 E05,1,5,X,Y,Z,94,48-52-1,3
 E05,1,5,X,Y,Z,95,48-52-1,3
 E05,1,5,X,Y,Z,96,48-52-1,2
 E05,1,5,X,Y,Z,97,48-52-1,2
 E05,1,5,X,Y,Z,98,48-52-1,1
 E05,1,5,X,Y,Z,99,48-52-1,4
 E05,1,5,X,Y,Z,100,48-52-1,2
 E05,1,5,X,Y,Z,101,48-52-1,2
 E05,1,5,X,Y,Z,102,48-52-1,2
 E05,1,5,X,Y,Z,103,48-52-1,2
 E05,1,5,X,Y,Z,104,48-52-1,2
 E05,1,5,X,Y,Z,105,48-52-1,2
 E05,1,5,X,Y,Z,106,48-52-1,3
 E05,1,5,X,Y,Z,107,48-52-1,2
 E05,1,6,X,Y,Z,1,48-52-1,2
 E05,1,6,X,Y,Z,2,48-52-1,5
 E05,1,6,X,Y,Z,3,48-52-1,3
 E05,1,6,X,Y,Z,4,48-52-1,2
 E05,1,6,X,Y,Z,5,48-52-1,2
 E05,1,6,X,Y,Z,6,48-52-1,2
 E05,1,6,X,Y,Z,7,48-52-1,2
 E05,1,6,X,Y,Z,8,48-52-1,2
 E05,1,6,X,Y,Z,9,48-52-1,2
 E05,1,6,X,Y,Z,10,48-52-1,3
 E05,1,6,X,Y,Z,11,48-52-1,3
 E05,1,6,X,Y,Z,12,48-52-1,5
 E05,1,6,X,Y,Z,13,48-52-1,4
 E05,1,6,X,Y,Z,14,48-52-1,3
 E05,1,6,X,Y,Z,15,48-52-1,2
 E05,1,6,X,Y,Z,16,48-52-1,2
 E05,1,6,X,Y,Z,17,48-52-1,2
 E05,1,6,X,Y,Z,18,48-52-1,2
 E05,1,6,X,Y,Z,19,48-52-1,3
 E05,1,6,X,Y,Z,20,48-52-1,1
 E05,1,6,X,Y,Z,21,48-52-1,2
 E05,1,6,X,Y,Z,22,48-52-1,1
 E05,1,6,X,Y,Z,23,48-52-1,2
 E05,1,6,X,Y,Z,24,48-52-1,2
 E05,1,6,X,Y,Z,25,48-52-1,1
 E05,1,6,X,Y,Z,26,48-52-1,2
 E05,1,6,X,Y,Z,27,48-52-1,2
 E05,1,6,X,Y,Z,28,48-52-1,3
 E05,1,6,X,Y,Z,29,48-52-1,2
 E05,1,6,X,Y,Z,30,48-52-1,3
 E05,1,6,X,Y,Z,31,48-52-1,2
 E05,1,6,X,Y,Z,32,48-52-1,1
 E05,1,6,X,Y,Z,33,48-52-1,3
 E05,1,6,X,Y,Z,34,48-52-1,2
 E05,1,6,X,Y,Z,35,48-52-1,3
 E05,1,6,X,Y,Z,36,48-52-1,2
 E05,1,6,X,Y,Z,37,48-52-1,2
 E05,1,6,X,Y,Z,38,48-52-1,2
 E05,1,6,X,Y,Z,39,48-52-1,3
 E05,1,6,X,Y,Z,40,48-52-1,2
 E05,1,6,X,Y,Z,41,48-52-1,2
 E05,1,6,X,Y,Z,42,48-52-1,2
 E05,1,6,X,Y,Z,43,48-52-1,2
 E05,1,6,X,Y,Z,44,48-52-1,4
 E05,1,6,X,Y,Z,45,48-52-1,3
 E05,1,6,X,Y,Z,46,48-52-1,5
 E05,1,6,X,Y,Z,47,48-52-1,2
 E05,1,6,X,Y,Z,48,48-52-1,3
 E05,1,6,X,Y,Z,49,48-52-1,2
 E05,1,6,X,Y,Z,50,48-52-1,3
 E05,1,6,X,Y,Z,51,48-52-1,2
 E05,1,6,X,Y,Z,52,48-52-1,3
 E05,1,6,X,Y,Z,53,48-52-1,2
 E05,1,6,X,Y,Z,54,48-52-1,2
 E05,1,6,X,Y,Z,55,48-52-1,2
 E05,1,6,X,Y,Z,56,48-52-1,2
 E05,1,6,X,Y,Z,57,48-52-1,1
 E05,1,6,X,Y,Z,58,48-52-1,3
 E05,1,6,X,Y,Z,59,48-52-1,2
 E05,1,6,X,Y,Z,60,48-52-1,2
 E05,1,6,X,Y,Z,61,48-52-1,2
 E06,1,1,X,Y,Z,1,48-52-1,4
 E06,1,1,X,Y,Z,2,48-52-1,1
 E06,1,1,X,Y,Z,3,48-52-1,2
 E06,1,1,X,Y,Z,4,48-52-1,2
 E06,1,1,X,Y,Z,5,48-52-1,2
 E06,1,1,X,Y,Z,6,48-52-1,2
 E06,1,1,X,Y,Z,7,48-52-1,5
 E06,1,1,X,Y,Z,8,48-52-1,13
 E06,1,1,X,Y,Z,9,48-52-1,2
 E06,1,1,X,Y,Z,10,48-52-1,3
 E06,1,1,X,Y,Z,11,48-52-1,2
 E06,1,1,X,Y,Z,12,48-52-1,1
 E06,1,1,X,Y,Z,13,48-52-1,3
 E06,1,1,X,Y,Z,14,48-52-1,2
 E06,1,1,X,Y,Z,15,48-52-1,3
 E06,1,1,X,Y,Z,16,48-52-1,1
 E06,1,1,X,Y,Z,17,48-52-1,2
 E06,1,1,X,Y,Z,18,48-52-1,3
 E06,1,1,X,Y,Z,19,48-52-1,2
 E06,1,1,X,Y,Z,20,48-52-1,2
 E06,1,1,X,Y,Z,21,48-52-1,2
 E06,1,1,X,Y,Z,22,48-52-1,2
 E06,1,1,X,Y,Z,23,48-52-1,2
 E06,1,1,X,Y,Z,24,48-52-1,2
 E06,1,1,X,Y,Z,25,48-52-1,2
 E06,1,1,X,Y,Z,26,48-52-1,2
 E06,1,1,X,Y,Z,27,48-52-1,3
